PETITION_NBR,FILING_DATE,OFFICIAL_TITLE,TYPE,STATUS,ASSOCIATION_ROLE,ASSOCIATION_NAME,RESIDENCY_COUNTRY,GOAL,SIGN_NBR_ELECTRONIC,SIGN_NBR_PAPER,MOTIVATION
3239,15/01/2025,"Électromobilité pour TOUS : subventions versées lors de l\u2019achat",ORD,RECLASSEE_SEUIL_NON_ATTEINT,,,LU,"Comme le gouvernement le fait déjà pour les subventions au logement, c.-à-d., que le citoyen perçoit les subventions au logement lors de l\u2019achat et celles-ci seront remboursables si la condition de résider dans le logement pour un minimum de 10 ans n'est pas respectée. 

Ce principe devra être aussi applicable aux subventions pour l\u2019électromobilité, que celles-ci seront versées directement lors de l\u2019achat et dans le cas que le véhicule soit vendu avant 3 ans, date d\u2019achat, les subventions perçues seront à rembourser. 

Ce principe motivera les citoyens lors de l\u2019achat d\u2019une nouvelle voiture, se tournant ainsi vers le choix d\u2019une motorisation électrique.
",,,"En date du 13 juin 2024, Monsieur le Premier Ministre expliqua qu\u2019il faudra garder une voiture électrique neuve 3 ans avant de pouvoir faire la demande pour bénéficier de la subvention. Or ceci nuit gravement à la transition écologique et à la possibilité aux moins aisées d\u2019acquérir un véhicule électrique. La subvention de 6.000\u20AC est inférieure à la différence entre une voiture thermique et son équivalent électrique. 

À titre d\u2019exemple : 
- une petite citadine essence coûte 22.443\u20AC et en électrique 32.493\u20AC 
- une petite SUV essence coûte 29.733\u20AC et en électrique 42.061\u20AC 

Ces deux exemples montrent clairement que la subvention ne couvre même pas la différence entre les 2 motorisations et qu\u2019attendre plus de 3 ans pour percevoir la subvention n\u2019incitent pas à l\u2019achat d\u2019une voiture électrique.
"
3240,05/07/2024,"ADEM: Clause discriminante à l'égard des travailleurs temporaires ",PUB,IRRECEVABLE,,,LU,,,,
3241,05/07/2024,"Introduction d'une formation de premier secours obligatoire dans le cadre du permis de conduire",PUB,RECLASSEE,,,LU,"La pétition a pour but d'introduire une formation de premier secours obligatoire dans le cadre du permis de conduire, afin d'augmenter les chances de survie après un accident. Grâce à ce cours, les jeunes automobilistes sont aptes à réaliser les premiers gestes de secours et de sauver des vies. De plus, un tel cours réduira les conséquences de la gravité des blessures lors d'un accident de route. ",1194,0,"Chaque année, de nombreuses vies sont perdues sur les routes luxembourgeoises en raison d'accidents de la circulation. Dans de nombreux cas, les premières minutes suivant un accident sont cruciales pour la survie des victimes. Des gestes simples mais efficaces peuvent faire la différence entre la vie et la mort, en attendant l'arrivée des secours professionnels. Cependant, une grande partie de la population ne possède pas les compétences de base en matière de premiers secours, ce qui limite la capacité des témoins d'accidents à intervenir de manière appropriée et rapide."
3241,20/11/2024,"Introduction d'une formation de premier secours obligatoire dans le cadre du permis de conduire",ORD,RECLASSEE_SEUIL_NON_ATTEINT,,,LU,"La pétition a pour but d'introduire une formation de premier secours obligatoire dans le cadre du permis de conduire, afin d'augmenter les chances de survie après un accident. Grâce à ce cours, les jeunes automobilistes sont aptes à réaliser les premiers gestes de secours et de sauver des vies. De plus, un tel cours réduira les conséquences de la gravité des blessures lors d'un accident de route. ",,,"Chaque année, de nombreuses vies sont perdues sur les routes luxembourgeoises en raison d'accidents de la circulation. Dans de nombreux cas, les premières minutes suivant un accident sont cruciales pour la survie des victimes. Des gestes simples mais efficaces peuvent faire la différence entre la vie et la mort, en attendant l'arrivée des secours professionnels. Cependant, une grande partie de la population ne possède pas les compétences de base en matière de premiers secours, ce qui limite la capacité des témoins d'accidents à intervenir de manière appropriée et rapide."
3242,05/07/2024,"Interdiction de frais mensuels pour les banques ",PUB,CLOTUREE,,,LU,"L'interdiction des frais mensuels imposés par les banques est essentielle. Les banques tirent déjà des revenus importants des taux d'intérêt, des frais de découvert, des commissions sur les transactions et bien d'autres sources de revenus. Ajouter des frais mensuels pour l'utilisation des comptes courants constitue une charge supplémenta ire et injuste pour les consommateurs. Chaque citoyen devrait avoir le droit d'utiliser son argent sans être pénalisé par des frais supplémentaires. Mettre fin à cette pratique abusive contribuera à une gestion plus équitable et transparente des finances personnelles pour tous.",492,0,"La lutte contre les frais mensuels bancaires repose sur le souci d'équité et de justice financière pour tous les citoyens. Dans un contexte économique difficile, ces frais représentent un fardeau financier supplémentaire pour de nombreux ménages, en particulier les plus vulnérables. Les banques réalisent déjà des profits substantiels par diverses autres sources de revenus, rendant ces frais mensuels injustifiés. Garantir un accès équitable et gratuit à la gestion de ses finances personnelles est crucial pour une société plus juste et inclusive."
3244,07/07/2024,"Nationales Gesetz zum Erlauben oder Verbieten von Feuerwerk an Sylvester",PUB,CLOTUREE,,,LU,"Die Petition hat als Ziel ein klares nationales Gesetz zur Erlaubnis oder Verbot von Feuerwerkskörpern an Sylvester",119,0,"Ein nationales Gesetz stellt klar ob und wann genau Feuerwerkskörper zum privaten Gebrauch zu benutzen sind. 
Sollten Diese verboten werden so sollte auch der nationale Verkauf verboten werden. 
Würden diese erlaubt, so sollte klar vom Gesetzgeber nationale Vorgaben vorgelegt werden wie in etwa an Sylvester von 23.45-00.30Uhr. 
Bis heute kann jeder Bürgermeister individuell entscheiden und dies dürfe in einem Rechtstaat nicht der Fall sein. "
3245,04/07/2024,"Pétition pour l\u2019Équité des Frais d\u2019Agence en Cas de Location d\u2019un Domicile au Luxembourg",ORD,IRRECEVABLE,,,LU,,,,
3246,08/07/2024,"Arrêt des abus de facturation du code CP1 aux patients de médecins.",PUB,SEUIL_NON_ATTEINT,,,DE,"L'arrêt de cette Sur-Facturation aux patients,par des codes de CP,pour des RDV pris auprès 
de médecins Généralistes ainsi que Dentistes.",113,0,"L'abus de ce code de CP par les médecins,qui,ne préviennent PAS leurs patient,qu'ils seront facturés d'un code de CP,et de ce fait,mettent leurs patients devant le fait accomplis,sans pouvoir avoir le choix d'en décider eux-mêmes."
3247,09/07/2024,"Modification de la « Loi du 29 mars 2023 portant modification du Code du travail",ORD,CLOTUREE,,,LU,"Modification de la « Loi du 29 mars 2023 portant modification du Code du travail en vue d'introduire un dispositif relatif à la protection contre le harcèlement moral à l'occasion des relations de travail ».

En 2023, une loi sur le harcèlement moral au travail est enfin votée.

Toutefois, compte tenu notamment du contexte économique luxembourgeois, les sanctions financières envisagées sont totalement inefficaces en tant que moyen de dissuasion.

Je propose une modification de l'article L. 246-7:
\u2022	maintenat : ""Il est puni d'une amende de 251 à 2.500 euros : (...)""
\u2022	amendement proposé : ""Il est puni d'une amende de 2.500 à 25.000 euros : (...)"".

Bien cordialement,",,,
3248,09/07/2024,"Modification de « L.I.R. article 111 ».",ORD,CLOTUREE,,,LU,"Modification de « L.I.R. article 111 ».

En 2017, le plafond des primes d\u2019assurance déductibles a été révisé. À ce jour, cette limite est dépassée compte tenu du nouveau contexte économique.

Je propose une modification du « plafond maximum déductible des primes d\u2019assurance » :
\u2022	maintenant : 672 euros
\u2022	proposition de modification : 1.000 euros

Bien cordialement,",,,
3249,09/07/2024,"Modification des critères d\u2019utilisation pour les chèques-repas.",ORD,CLOTUREE,,,LU,"Depuis le 1er janvier 2024, de nouveaux critères d\u2019utilisation sont entrés en vigueur pour les chèques-repas au Luxembourg.

Toutefois, à l\u2019instar de ce qui a été fait dans de nombreux autres pays de l\u2019Union européenne, je propose d'autoriser également l\u2019utilisation des chèques-repas dans les pharmacies.

Bien cordialement,",,,
3250,10/07/2024,"Schluss mat deier Dokterrechnungen mussen firstrecken",PUB,IRRECEVABLE,,,LU,,,,
3251,10/07/2024,"Encourager la philanthropie au Luxembourg: crédit d'impôt pour les dons à des organismes reconnues d'utilité publique et les ONG.",PUB,RECLASSEE,,,LU,"Le gouvernement luxembourgeois doit renforcer la philanthropie et mettre en place des mesures plus favorables pour encourager davantage les dons faits par des personnes physiques et les entreprises. En introduisant un crédit d'impôt pour les dons à la hauteur de 100 % de la somme versée pour les particuliers et à 30 % pour les entreprises, tout en gardant un plafond de 20 % du revenu imposable des dons versés, assortie d'une possibilité de report de l'excédent du don sur 5 ans, permettra de créer un environnement où la générosité est récompensée et où les organisations à but non lucratif peuvent mieux réaliser ses missions.",100,0,"Les organisations à but non lucratif jouent un rôle crucial dans notre société en fournissant des services essentiels, en soutenant les communautés vulnérables, et en contribuant au développement social, culturel et économique du Luxembourg et des autres pays. Pour continuer à remplir efficacement leurs missions, ces organisations dépendent fortement de la générosité des donateurs privés et des entreprises.
 
Actuellement, le Luxembourg offre une déduction fiscale des dons avec un plafond de 20 % du revenu imposable pour les dons effectués à des organisations reconnues d'utilité publique et les ONG. Bien que ce système soit bénéfique, il reste en deçà des incitations fiscales offertes par d'autres pays voisins tels que la France et la Belgique. Il faut marquer aussi qu'il existe un déséquilibre entre les donateurs avec un revenu faible et le revenu élevé. Le montant de la déduction fiscale pour personnes avec un revenu faible est inférieur à celui des personnes avec un revenu plus élevé à cause de leurs taux d'imposition respectifs.
 
Belgique: 

45 % de réduction d'impôt fiscale sur la somme versée, avec un plafond de 10 % du revenu imposable ou 392.200 euros pour l'exercice 2024, revenus 2023 (exercice 2025, revenus 2024 : 408.130 euros)
 
France:

Réduction d'impôt (crédit d'impôt) sur le revenu égale à 66 % du montant versé.
Dons à des organismes d'aide aux personnes en difficulté: réduction d'impôt à 75% pour un don d'un montant inférieur ou égal à 1 000 euros. La fraction au-delà de 1 000 euros ouvre droit à une réduction d'impôt de 66 % du montant donné.
Cette réduction d'impôt ne peut être supérieure à 20 % du revenu imposable.

Un exemple réel pour une donation de 100 euros avec la situation actuelle pour les trois pays mentionnés: 

Luxembourg: (Déduction fiscale avec taux d'imposition de 30%) Le donateur a un coût réel de 70 euros. Si le taux d'imposition est de 40% (revenu plus élevé) le coût réel est de 60 euros.
France: Réduction fiscale à 66% du montant versé (crédit d'impôt) Le donateur a un coût réel de 34 euros.
Belgique: Réduction fiscale à 45% du montant versé (crédit d'impôt): Le donateur a un coût réel de 55 euros.
 
 
L'introduction de cette nouvelle mesure va
 
1. stimuler la philanthropie au Luxembourg.
2. réduire les inégalités entre les personnes avec un revenu faible et un revenu élevé.
3. renforcer de l'impact social
4. promouvoir le Grand-Duché de Luxembourg comme un acteur majeur dans la philanthropie.
"
3251,15/01/2025,"Encourager la philanthropie au Luxembourg: crédit d'impôt pour les dons à des organismes reconnues d'utilité publique et les ONG.",ORD,RECLASSEE_SEUIL_NON_ATTEINT,,,LU,"Le gouvernement luxembourgeois doit renforcer la philanthropie et mettre en place des mesures plus favorables pour encourager davantage les dons faits par des personnes physiques et les entreprises. En introduisant un crédit d'impôt pour les dons à la hauteur de 100 % de la somme versée pour les particuliers et à 30 % pour les entreprises, tout en gardant un plafond de 20 % du revenu imposable des dons versés, assortie d'une possibilité de report de l'excédent du don sur 5 ans, permettra de créer un environnement où la générosité est récompensée et où les organisations à but non lucratif peuvent mieux réaliser ses missions.",,,"Les organisations à but non lucratif jouent un rôle crucial dans notre société en fournissant des services essentiels, en soutenant les communautés vulnérables, et en contribuant au développement social, culturel et économique du Luxembourg et des autres pays. Pour continuer à remplir efficacement leurs missions, ces organisations dépendent fortement de la générosité des donateurs privés et des entreprises.
 
Actuellement, le Luxembourg offre une déduction fiscale des dons avec un plafond de 20 % du revenu imposable pour les dons effectués à des organisations reconnues d'utilité publique et les ONG. Bien que ce système soit bénéfique, il reste en deçà des incitations fiscales offertes par d'autres pays voisins tels que la France et la Belgique. Il faut marquer aussi qu'il existe un déséquilibre entre les donateurs avec un revenu faible et le revenu élevé. Le montant de la déduction fiscale pour personnes avec un revenu faible est inférieur à celui des personnes avec un revenu plus élevé à cause de leurs taux d'imposition respectifs.
 
Belgique: 

45 % de réduction d'impôt fiscale sur la somme versée, avec un plafond de 10 % du revenu imposable ou 392.200 euros pour l'exercice 2024, revenus 2023 (exercice 2025, revenus 2024 : 408.130 euros)
 
France:

Réduction d'impôt (crédit d'impôt) sur le revenu égale à 66 % du montant versé.
Dons à des organismes d'aide aux personnes en difficulté: réduction d'impôt à 75% pour un don d'un montant inférieur ou égal à 1 000 euros. La fraction au-delà de 1 000 euros ouvre droit à une réduction d'impôt de 66 % du montant donné.
Cette réduction d'impôt ne peut être supérieure à 20 % du revenu imposable.

Un exemple réel pour une donation de 100 euros avec la situation actuelle pour les trois pays mentionnés: 

Luxembourg: (Déduction fiscale avec taux d'imposition de 30%) Le donateur a un coût réel de 70 euros. Si le taux d'imposition est de 40% (revenu plus élevé) le coût réel est de 60 euros.
France: Réduction fiscale à 66% du montant versé (crédit d'impôt) Le donateur a un coût réel de 34 euros.
Belgique: Réduction fiscale à 45% du montant versé (crédit d'impôt): Le donateur a un coût réel de 55 euros.
 
 
L'introduction de cette nouvelle mesure va
 
1. stimuler la philanthropie au Luxembourg.
2. réduire les inégalités entre les personnes avec un revenu faible et un revenu élevé.
3. renforcer de l'impact social
4. promouvoir le Grand-Duché de Luxembourg comme un acteur majeur dans la philanthropie.
"
3252,10/07/2024,"Après les quatre premières années, réduire la fréquence du contrôle technique à tous les deux ans",PUB,RECLASSEE,,,LU,"Allègement du contrôle technique annuel comme dans plusieurs pays européens (tous les deux ans au lieu du contrôle annuel)",120,0,"La plupart des pays européens propose déjà un contrôle technique à refaire valider tous les deux ans donc il est normal que le Luxembourg suive cette tendance."
3252,15/01/2025,"Après les quatre premières années, réduire la fréquence du contrôle technique à tous les deux ans",ORD,RECLASSEE_SEUIL_NON_ATTEINT,,,LU,"Allègement du contrôle technique annuel comme dans plusieurs pays européens (tous les deux ans au lieu du contrôle annuel)",,,"La plupart des pays européens propose déjà un contrôle technique à refaire valider tous les deux ans donc il est normal que le Luxembourg suive cette tendance."
3253,10/07/2024,"Musique en zone piétonne",ORD,RECEVABLE,,,LU,"Bonjour,

Le musique en zone piétonne me vaut coup depuis 2007, une affaire qui c`est developpé au fils des années. Recemment, je demande beaucoup l`accord de terasses, comme le Rocas, de gudde Wellen ou CD Buttek beim Palais, sans avoir l`autorisation communale, comme c`est propriété quelconque. Ce jeu ne prive pas à la participation aux Open Mics et Jam Sessions. Comme je suis membre chez Bildrecht, il m`est clair que chaque publication signifie automatiquent une registration auprès de cette instition. De la Convention de Berne, je sais que chaque depot legal est definitif. Surtout les poucettes m`ont porté l`intention du jeu musical en zone piétonne. Je pense on n`a pas nécessairement besoin d`une autorisation: si on joue au parc, ce n`est pas nécessaire...

Merci",,,
3254,11/07/2024,"Flexibilité Pour Toutes Les Femmes Atteintes D'Endométriose Dans Le Cadre De Leur Travail",PUB,SEUIL_ATTEINT,,,LU,"Que toute femme reconnue souffrant d'endométriose, dans le cadre professionnel, puisse continuer à travailler sans risque de perdre son emploi. En d'autres termes, outre la douleur physique et psychologique de la maladie, ces femmes ne devraient pas avoir à craindre de ne pas être rentables pour leur employeur, ni d'être confrontées à la perte de leur emploi, ce qui constituerait un problème supplémentaire.",4443,394,"Le but principal est que cette maladie soit prise au sérieux par l'État
Luxembourgeois et que toute femme concernée par l'endométriose puisse être reconnue en tant que malade chronique, comme c'est le cas dans certains pays.
Cette maladie provoque des douleurs insupportables, qui ne peuvent pas être apaisées par des AINS ou des antidouleurs autres que la morphine. De plus, à ce jour, aucun traitement ni intervention chirurgicale ne guérit l'endométriose. À un stade avancé, les douleurs deviennent chroniques, quotidiennes et intenses, rendant les tâches du quotidien difficiles.
Les femmes atteintes d'endométriose vivent constamment dans la souffrance et la peur de perdre leur emploi à cause de cette maladie chronique et invalidante, qui touche 1 femme sur 10."
3255,11/07/2024,"Déduire les frais de scolarité des impôts afin de favoriser la formation de qualité dans des établissements reconnus.",PUB,IRRECEVABLE,,,LU,,,,
3256,11/07/2024,"Finir l'école un Vendredi et commencer l'école un Lundi.",PUB,CLOTUREE,,,LU,"L\u2019 idée de cette pétition serait que l'école fondamentale luxembourgeoise commence un lundi près du 15 septembre et finisse un vendredi près du 15 juillet. C\u2019est dommage de devoir se baser à chaque fois sur le 15 septembre et le 15 juillet pour finir l'école, comme cette année où les enfants ont commencé l'école un vendredi 15 septembre 2023 et fini un lundi 15 juillet 2024, alors qu'ils aurait pu commencer le lundi 18 septembre et finir le vendredi 12 Juillet.",25,0,"Cette pétition sert à faciliter la vie des élèves et aussi celles des parents. Certains parents n'ont pas la possibilité d'adapter leurs congés en fonction de l'école et se voient être punis par l'école car les enfants sont absents au début et/ou à la fin de l'année scolaire."
3257,12/07/2024,"Dérogation pour les ascendant (parent) séjourner au Luxembourg pendant plus de 3 mois en tant que ressortissant de pays tiers et membre de la famille d'un citoyen de l'UE ou d'un national luxembourgeois.",PUB,CLOTUREE,,,LU,"La condition actuelle pour les parents d'avoir un permis de séjour de plus de 90 jours au Luxembourg qui sont ressortissants d'un pays tiers et membres de la famille d'un citoyen de l'UE est assez stricte qu'ils doivent être sous la garde du citoyen de l'UE ou de son conjoint/partenaire. La France et l'Allemagne n'appliquent aucune restriction pertinente aux parants qui sont ressortissants d'un pays tiers et membres de la famille d'un citoyen de l'UE. Si les parants qui sont ressortissants d'un pays tiers et membres de la famille d'un citoyen de l'UE ont la capacité financière de vivre de manière indépendante, ils peuvent rejoindre ses membres de la famille d'un citoyen de l'UE. J'appelle le gouvernement à tirer les leçons de ses pays voisins et à assouplir les conditions imposées aux parents qui sont ressortissants d'un pays tiers et membres de la famille d'un citoyen de l'UE de sejour au Luxembourg pour plus de 90 jours.
 ",144,0,"Plus de 47% des résidents luxembourgeois sont étrangers, parmi lesquels de nombreux parents pourraient être des ressortissants de pays tiers. Assouplir les conditions imposées aux parents qui sont ressortissants d'un pays tiers et membres de la famille d'un citoyen de l'UE de sejour au Luxembourg pour plus de 90 jours est bénéfique à bien des égards. Promotion de l'unité familiale : Assure que les familles peuvent vivre ensemble et maintenir leurs relations. Soutien à l'intégration sociale : Aide à intégrer les membres de la famille des immigrants dans la société luxembourgeoise, en favorisant la diversité culturelle et la cohésion sociale. Respect des droits de l'homme :
S'aligne sur les normes internationales des droits de l'homme qui soulignent l'importance de la vie et de l'unité familiale. Facilitation de la stabilité économique : Le regroupement familial peut contribuer à la stabilité économique de l'unité familiale, car les membres de la famille peuvent se soutenir financièrement et émotionnellement. Obligations légales et éthiques : Assure le respect des réglementations de l'UE et des lois nationales concernant les droits des membres de la famille des citoyens de l'UE et des nationaux luxembourgeois. Amélioration de la rétention des talents : Attirer et retenir des travailleurs qualifiés devient plus facile si leurs membres de la famille sont autorisés à les rejoindre, faisant du Luxembourg une destination attrayante pour les professionnels du monde entier. Dans l'ensemble, le regroupement familial sert des objectifs humanitaires, sociaux et économiques importants. Pour le Luxembourg, les avantages incluent la croissance économique, l'équilibre démographique, la diversité culturelle et la stabilité sociale, contribuant tous au développement global et à la qualité de vie de la nation."
3258,13/07/2024,"Protégé les conducteurs des bus suites à beaucoup des mauvais incidents et améliorer leur vie professionnelle de mieux en mieux pour qu'ils puissent exercer leurs métiers dans les meilleurs conditions 

",PUB,IRRECEVABLE,,,LU,,,,
3259,15/07/2024,"«Parc d'attractions au Luxembourg»

une possibilité de bien s'amuser au Luxembourg et de s'amuser aussi en tant qu'adulte ou adolescent.",PUB,IRRECEVABLE,,,LU,,,,
3260,16/07/2024,"CONTRE l\u2019article de loi qui peut être détournée pour justifier une augmentation des loyers",PUB,CLOTUREE,,,LU,"Abrogation du 2e paragraphe de l\u2019alinéa 1 de l\u2019article 5 de la loi du bail à loyer, entrant en vigueur le 1er août 2024, qui, malgré le fait qu\u2019elle allège les charges pour les locataires en début de bail, en fait, elle peut être détournée pour justifier une augmentation des loyers de 2,5% et le locataire paiera, à long terme, plusieurs fois la commission d\u2019agence. 

La loi de 2006, confirmée par le vote à la chambre le 10 juillet 2024, prévoit que le loyer ne peut pas être supérieur à 5% du capital investi dans le logement et la part de la commission d\u2019agence est considérée par le législateur comme capital investi. 

Le législateur prévoit, depuis les débuts de la loi du bail à loyer, que TOUS LES FRAIS engendrés par le propriétaire, en vue de la location de son logement, « Doivent être pris en compte pour la détermination du capital investi ».
",10,0,"Il en découle :
-            Pour un loyer mensuel de 2.000\u20AC, le propriétaire aura 1.000\u20AC comme frais d\u2019agence à payer. 
-            Ce qui augmente le loyer de 50\u20AC, car cela correspond à 5% du capital investi, en relation avec les frais d\u2019agence, pénalisant ainsi le locataire à long terme.
-            À la fin de la 2e année de location, le locataire aura déjà payé 1.200\u20AC supplémentaires, c.-à-d., 200\u20AC de plus que s\u2019il aurait payé la commission d\u2019agence dans sa totalité.
-            Les locataires restant plus de 2 ans auront payé plusieurs fois la commission d\u2019agence au propriétaire. 
Le législateur a bien prévu que, à partir du 1er août 2024, « les charges pour les locataires EN DÉBUT DE BAIL SONT ALLÉGÉES, les frais d\u2019agences immobilières sont partagés entre le locataire et le propriétaire. », mais, avec cette nouvelle loi, les charges pour les locataires pourront augmenter considérablement PENDANT TOUTE LA DURÉE DU BAIL. 
Sur ce, et pour alléger le poids du loyer sur les ménages et pour éviter le détournement de cet article de loi, il faudrait abroger le 2e paragraphe de l\u2019alinéa 1 de l\u2019article 5 de la loi du bail à loyer « En cas d\u2019intervention d\u2019un agent immobilier ou d\u2019un autre tier relatif à la location d\u2019un logement à usage d\u2019habitation, les frais et honoraires de ces personnes sont obligatoirement à partager entre le bailleur et le locataire. »
"
3261,16/07/2024,"Contre augmentation communale de 60% pour eau/eau usée / SIDEC ( poubelle/déchets)",PUB,IRRECEVABLE,,,LU,,,,
3262,17/07/2024,"Congé de Citoyenneté Active",PUB,RECLASSEE,,,LU,"Le bénévolat pour des administrations communales et gouvernementales ne doit plus être pénalisé / donner lieu à des conflits personnels / temporels avec l'employeur (privé et public). Ainsi, l'administration doit pourvoir aux congés nécessaires à l'exercices de certaines fonctions dans des organes consultatifs / groupes de travail, surtout lorsqu'il s'agit d'assurer la cohésion sociale, les secours, etc. Ceci vaut également pour les fonctions de présidence / de représentation des organes respectifs ainsi que les formations et coloques ayant comme finalité d'outiller les personnes dans l'exercice de la fonction.",42,2,"Actuellement, la colaboration dans certains organes consultatifs du gouvernement (Conseil Supérieur des Personnes Handicapées, Âgées / Commission Consultative de la Sécurité sociale, CCDH, Commission des Aménagements Raisonnables, etc) n'est que maigrement indemnisé (20 Euros / séance [pleinement imposable]), ce qui est très souvent largement en-dessous de l'effort fourni, y compris pour préparer lesdites séances. Aussi cecieci oblige très souvent aux membres soient de s'investir jusqu'à tard le soir ou de devoir demander Congé à leur employeur alors que cette colaboration constitue un effort d'intérêt général et est même préconisé par certains traîtés internationaux (CRDPH, etc). Ce genre de travail d'utilité public ne dispose, contrairement à d'autres formes d'engagement bénévol, (sport, culture, syndicat, coopération humanitaire, etc) d'aucun congé puisque les formes précitées ont leur propre loi et le projet de loi 4634 de 1999 initiant un tel soutient au bénévolat fut malheureusement retiré du rôle parlementaire en 2014."
3262,20/11/2024,"Congé de Citoyenneté Active",ORD,RECLASSEE_SEUIL_NON_ATTEINT,,,LU,"Le bénévolat pour des administrations communales et gouvernementales ne doit plus être pénalisé / donner lieu à des conflits personnels / temporels avec l'employeur (privé et public). Ainsi, l'administration doit pourvoir aux congés nécessaires à l'exercices de certaines fonctions dans des organes consultatifs / groupes de travail, surtout lorsqu'il s'agit d'assurer la cohésion sociale, les secours, etc. Ceci vaut également pour les fonctions de présidence / de représentation des organes respectifs ainsi que les formations et coloques ayant comme finalité d'outiller les personnes dans l'exercice de la fonction.",,,"Actuellement, la colaboration dans certains organes consultatifs du gouvernement (Conseil Supérieur des Personnes Handicapées, Âgées / Commission Consultative de la Sécurité sociale, CCDH, Commission des Aménagements Raisonnables, etc) n'est que maigrement indemnisé (20 Euros / séance [pleinement imposable]), ce qui est très souvent largement en-dessous de l'effort fourni, y compris pour préparer lesdites séances. Aussi cecieci oblige très souvent aux membres soient de s'investir jusqu'à tard le soir ou de devoir demander Congé à leur employeur alors que cette colaboration constitue un effort d'intérêt général et est même préconisé par certains traîtés internationaux (CRDPH, etc). Ce genre de travail d'utilité public ne dispose, contrairement à d'autres formes d'engagement bénévol, (sport, culture, syndicat, coopération humanitaire, etc) d'aucun congé puisque les formes précitées ont leur propre loi et le projet de loi 4634 de 1999 initiant un tel soutient au bénévolat fut malheureusement retiré du rôle parlementaire en 2014."
3263,17/07/2024,"Monarchie ofsetzung.",PUB,IRRECEVABLE,,,LU,,,,
3264,18/07/2024,"Integral Legaliseierung vun Cannabis: Fir Fräiheet, Sécherheet a Wirtschaftswuesstem",PUB,CLOTUREE,,,LU,"Ziel:
D'Zil vun dëser Petitioun ass et, d'Verkaaf vu Cannabis a Coffeeshops ze erlaaben, fir sécherzestellen datt nëmme qualitativ héichwäerteg a propper Cannabisprodukter um Maart sinn.",240,0,"Motivatioun:
Duerch d'Legaliséierung a Reguléierung vu Cannabis a Coffeeshops kënne mir de Risiko vu kontaminéierte Produkter reduzéieren an d'Gesondheet vun de Konsumenten schützen. Doduerch schafen mir och eng sécher Ëmfeld fir Erwuessener, déi Cannabis benotzen, an ënnerstëtzen d'Wirtschaft duerch Steieren a nei Aarbechtsplazen."
3265,20/07/2024,"Fir e Gesetz dat Politiker op kommunalem an nationalem Niveau ka forcéieren hiert Amt opzeginn am Fall wou e Geriicht se schëlleg gesprach huet",ORD,CLOTUREE,,,LU,"Mat sou engem Gesetz soll kloer festgehale ginn ënnert wéienge Conditiounen, dass e Politiker, dee vun engem Geriicht fir schëlleggesprach ginn ass, säin Amt néier muss leeën. Kloer schéint awer ze sinn, dass am Fall wou d'Geriicht feststellt, dass den Ugeklote wëssentlech gehandelt huet, et keng aner Méiglechkeet sollt gi wéi säin Amt néier ze leeën. Sou ee Verhale vun enger Persoun déi en ëffentlecht Amt bekleet sollt net gedult ginn.

Rezent Affaire weisen, dass et leider ganz schwéier ze si schéint e Politiker, dee schëlleg gesprach ginn ass Sue vum Staat geklaut ze hunn, vu sengem Amt ze enthiewen. Dat ass leider keen Eenzelfall, wann een sech international Noriichten aus der Politik ukuckt, dofir sinn ech der Meenung, dass mir sou Persounen zu Lëtzebuerg sollte mat klore Reegele keng Méiglechkeet loosse fir sech an engem Amt ze halen.",,,
3266,22/07/2024,"Geigestëmme bei den ëffentleche Petitioune",PUB,IRRECEVABLE,,,LU,,,,
3267,22/07/2024,"Radars Sonores (réduction de bruit)",PUB,IRRECEVABLE,,,LU,,,,
3268,22/07/2024,"Exclure les thématiques LGBT  des l'éducation des mineurs ",PUB,IRRECEVABLE,,,LU,,,,
